id,name,now_cost,position,team,total_points,dreamteam_count,transfers_in_event,clean_sheets,goals_conceded_per_90,saves_per_90,influence_rank_type,points_per_game,selected_rank,corners_and_indirect_freekicks_order,event_points,mng_draw,penalties_order,web_name,team_join_date,influence_rank,bonus,mng_underdog_win,news,ict_index,expected_goals_per_90,value_form,expected_assists,transfers_out_event,expected_goals,creativity_rank_type,expected_assists_per_90,points_per_game_rank_type,form_rank_type,status,cost_change_start_fall,threat_rank,yellow_cards,bps,can_select,expected_goal_involvements_per_90,minutes,starts_per_90,penalties_saved,opta_code,saves,form,cost_change_start,threat,points_per_game_rank,cost_change_event_fall,direct_freekicks_order,penalties_missed,transfers_out,region,mng_underdog_draw,cost_change_event,selected_by_percent,chance_of_playing_next_round,chance_of_playing_this_round,ict_index_rank,expected_goals_conceded_per_90,mng_win,ep_this,value_season,mng_loss,clean_sheets_per_90,ep_next,news_added,goals_scored,starts,mng_clean_sheets,form_rank,assists,mng_goals_scored,expected_goals_conceded,now_cost_rank,now_cost_rank_type,red_cards,in_dreamteam,transfers_in,goals_conceded,own_goals,selected_rank_type,influence,expected_goal_involvements,threat_rank_type,creativity,creativity_rank,ict_index_rank_type
259,Harry Wilson,52,MID,Fulham,63,1,20,2,1.41,0.0,76,3.3,262,3.0,0,0,,Wilson,2021-07-24,186,6,0,Foot injury - Expected back 12 Apr,80.1,0.36,0.5,0.94,10789,3.29,72,0.1,47,58,i,3,64,2,242,True,0.46,829,0.87,0,p153682,0,2.5,-3,298.0,106,0,3.0,0,159319,244.0,0,0,0.5,0.0,0.0,106,1.27,0,0.0,12.1,0,0.22,0.0,2025-01-27T01:00:08.787656Z,5,8,0,150,2,0,11.69,163,99,0,False,185482,13,0,79,252.4,4.23,40,259.1,99,64
579,Ryan Sessegnon,41,DEF,Fulham,3,0,236,0,0.0,0.0,172,1.0,451,,1,0,,Sessegnon,2024-07-26,491,0,0,,0.3,0.0,0.0,0.00,141,0.00,232,0.0,151,113,a,4,569,0,6,True,0.0,16,0.0,0,p184349,0,0.2,-4,0.0,429,0,,0,18586,241.0,0,0,0.1,100.0,100.0,503,1.97,0,-0.3,0.7,0,0.0,-0.3,2024-11-29T14:30:06.735790Z,0,0,0,366,0,0,0.35,614,160,0,False,6871,0,0,156,3.0,0.00,224,0.0,602,176
586,Jorge Cuenca Barreno,44,DEF,Fulham,4,0,22,0,2.9,0.0,149,1.0,564,,0,0,,J.Cuenca,2024-08-03,421,0,0,,2.4,0.0,0.0,0.00,34,0.00,240,0.0,161,226,a,1,601,0,17,True,0.0,93,0.97,0,p246301,0,0.0,-1,0.0,441,0,,0,5872,200.0,0,0,0.0,100.0,100.0,459,2.48,0,-0.5,0.9,0,0.0,-0.5,2024-11-29T14:30:06.749491Z,0,1,0,555,0,0,2.56,519,107,0,False,2120,3,0,196,24.8,0.00,237,0.0,625,160
604,Josh King,45,MID,Fulham,7,0,77,1,0.0,0.0,202,1.4,473,,0,0,,King,2024-02-02,431,0,0,,8.4,0.23,0.1,0.65,165,0.20,187,0.75,168,160,a,0,335,0,25,True,0.98,78,1.15,0,p577725,0,0.5,0,24.0,363,0,,0,15405,241.0,0,0,0.1,,,400,0.4,0,0.0,1.6,0,1.15,0.0,,0,1,0,337,0,0,0.35,466,294,0,False,15117,0,0,170,21.4,0.85,181,37.3,326,194
605,Martial Godo,44,MID,Fulham,1,0,105,0,0.0,0.0,236,1.0,576,,0,0,,Godo,2022-08-22,506,0,0,,0.8,0.0,0.0,0.00,64,0.00,235,0.0,202,204,a,1,400,0,1,True,0.0,14,0.0,0,p573062,0,0.0,-1,6.0,446,0,,0,6242,241.0,0,0,0.0,,,491,0.32,0,-0.5,0.2,0,0.0,-0.5,,0,0,0,570,0,0,0.05,545,325,0,False,6115,0,0,224,1.0,0.00,212,0.5,467,230
622,Sander Berge,50,MID,Fulham,33,0,42,3,1.17,0.0,92,1.9,636,,2,0,,Berge,2024-08-22,215,2,0,,43.5,0.01,0.4,0.35,34,0.08,97,0.03,128,91,a,0,357,2,197,True,0.04,1226,0.95,0,p207189,0,1.8,0,19.0,289,0,,0,3568,161.0,0,0,0.0,100.0,100.0,232,1.15,0,1.3,6.6,0,0.22,1.3,2024-12-23T10:00:08.707768Z,0,13,0,211,0,0,15.63,204,126,0,False,3751,16,0,260,221.2,0.43,195,196.4,140,120
690,Samuel Amissah,40,DEF,Fulham,0,0,75,0,0.0,0.0,224,0.0,635,,0,0,,Amissah,2023-07-19,605,0,0,,0.0,0.0,0.0,0.00,62,0.00,222,0.0,223,189,a,0,554,0,0,True,0.0,0,0.0,0,p591385,0,0.0,0,0.0,611,0,,0,2549,241.0,0,0,0.0,,,606,0.0,0,-0.5,0.0,0,0.0,-0.5,,0,0,0,503,0,0,0.00,698,223,0,False,3416,0,0,212,0.0,0.00,214,0.0,588,224
753,Marco Alexandre Saraiva da Silva,11,MNG,Fulham,18,0,932,0,0.0,0.0,11,0.0,558,,18,0,,Silva,2021-07-01,523,0,1,,0.0,0.0,8.2,0.00,226,0.00,11,0.0,11,4,a,0,455,0,0,True,0.0,0,0.0,0,man41801,0,9.0,0,0.0,529,0,,0,340,173.0,0,0,0.3,,,524,0.0,1,8.5,16.4,1,0.0,8.5,,0,0,0,7,0,2,0.00,756,6,0,False,1041,0,0,14,0.0,0.00,11,0.0,499,11
121,Julio Enciso,54,MID,Ipswich,19,0,220,1,1.4,0.0,168,1.4,447,5.0,2,0,,Enciso,2025-01-23,362,0,0,,37.3,0.34,0.3,0.53,660,1.47,142,0.12,174,106,a,1,118,1,84,True,0.46,385,0.7,0,p474120,0,1.5,-1,190.0,371,0,3.0,0,18274,168.0,0,0,0.1,100.0,100.0,255,1.36,0,2.0,3.5,0,0.23,1.5,2024-08-12T14:30:04.495991Z,0,3,0,230,1,0,5.80,142,86,0,False,19922,6,0,158,77.4,2.00,79,107.4,228,130
260,Ali Al-Hamadi,47,FWD,Ipswich,8,0,0,0,3.6,0.0,46,0.7,324,,0,0,2.0,Al-Hamadi,2024-01-29,475,0,0,Loaned to Stoke City,6.0,0.25,0.0,0.04,1225,0.35,43,0.03,57,56,u,3,311,3,15,False,0.28,125,0.0,0,p462387,0,0.0,-3,32.0,509,0,,0,81674,103.0,0,0,0.3,0.0,0.0,425,2.76,0,0.0,1.7,0,0.0,0.0,2025-01-27T09:58:45.208139Z,0,0,0,672,0,0,3.84,338,62,0,False,61694,5,0,52,5.6,0.39,43,25.7,361,45
261,Elkan Baggott,40,DEF,Ipswich,0,0,0,0,0.0,0.0,210,0.0,670,,0,0,,Baggott,,588,0,0,Season long loan to Blackpool,0.0,0.0,0.0,0.00,7,0.00,207,0.0,209,171,u,0,534,0,0,False,0.0,0,0.0,0,p517178,0,0.0,0,0.0,594,0,,0,2792,,0,0,0.0,0.0,0.0,589,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-07T08:20:38.133494Z,0,0,0,482,0,0,0.00,675,203,0,False,0,0,0,226,0.0,0.00,197,0.0,570,210
262,Nathan Broadhead,49,MID,Ipswich,13,0,16,1,0.96,0.0,173,1.4,680,,2,0,3.0,Broadhead,2023-01-09,374,0,0,,22.4,0.24,0.2,0.90,25,1.01,167,0.22,172,116,a,1,210,1,62,True,0.46,374,0.96,0,p173818,0,1.2,-1,95.0,369,0,1.0,0,2198,244.0,0,0,0.0,100.0,100.0,330,1.25,0,1.7,2.7,0,0.24,1.2,2024-11-13T14:30:07.893005Z,0,4,0,249,0,0,5.19,253,162,0,False,1581,4,0,283,58.6,1.91,122,70.8,275,163
263,Cameron Burgess,39,DEF,Ipswich,14,0,293,0,2.3,0.0,76,1.4,149,,0,0,,Burgess,2021-08-15,200,0,0,,35.8,0.07,-0.1,0.23,2316,0.72,99,0.02,115,256,a,1,236,0,69,True,0.09,900,1.0,0,p122411,0,-0.2,-1,78.0,356,0,,0,196909,13.0,0,0,1.8,,,266,2.16,0,0.3,3.6,0,0.0,-0.2,,0,10,0,770,1,0,21.61,721,238,0,False,341758,23,0,57,237.2,0.95,66,42.3,319,82
264,Wes Burns,48,MID,Ipswich,30,0,20,1,2.25,0.0,145,1.7,577,,0,0,,Burns,2021-06-09,317,0,0,Knee injury - Expected back 01 Jun,31.8,0.05,0.2,1.17,157,0.50,118,0.11,147,148,i,2,258,1,144,True,0.16,922,1.17,0,p149929,0,0.8,-2,66.0,321,0,,0,12079,244.0,0,0,0.0,0.0,0.0,282,2.31,0,0.0,6.2,0,0.1,0.0,2025-01-25T21:00:10.042481Z,0,12,0,307,1,0,23.62,293,191,0,False,5586,23,0,225,111.6,1.67,142,148.5,179,143
265,Conor Chaplin,51,MID,Ipswich,33,0,5,1,1.79,0.0,158,2.2,485,,0,0,,Chaplin,2021-07-27,344,0,0,Knee injury - 50% chance of playing,29.7,0.18,0.0,0.54,96,1.18,130,0.08,108,307,d,4,221,1,115,True,0.26,605,1.04,0,p196411,0,0.0,-4,86.0,247,0,,0,26480,241.0,0,0,0.1,50.0,0.0,294,2.17,0,0.0,6.5,0,0.15,0.0,2025-01-03T20:00:09.216849Z,1,7,0,726,2,0,14.60,181,110,0,False,7669,12,0,175,95.6,1.72,126,120.4,207,148
266,Harry Clarke,40,DEF,Ipswich,1,0,47,0,2.39,0.0,134,0.1,500,,0,0,,H.Clarke,2023-01-19,386,0,0,Loaned to Sheffield United,10.5,0.02,0.0,0.10,329,0.08,121,0.02,180,152,u,0,302,1,-5,False,0.04,377,0.95,0,p232228,0,0.0,0,35.0,518,0,,0,9944,241.0,0,0,0.1,0.0,100.0,387,2.17,0,0.5,0.2,0,0.0,0.0,2025-02-03T10:21:05.274215Z,0,4,0,454,0,0,9.10,640,178,1,False,10773,10,1,174,48.2,0.18,99,24.4,366,128
267,Leif Davis,44,DEF,Ipswich,48,2,472,2,2.05,0.0,37,2.0,167,1.0,1,0,,Davis,2022-07-25,102,5,0,,114.0,0.04,0.0,3.65,3104,0.84,2,0.16,90,122,a,1,176,5,174,True,0.2,2112,1.02,0,p455084,0,0.2,-1,124.0,273,0,4.0,0,370390,241.0,0,0,1.5,,,52,2.06,0,0.7,10.9,0,0.09,0.2,,1,24,0,379,2,0,48.26,523,110,0,False,345488,48,0,67,389.6,4.49,35,627.1,13,6
268,Liam Delap,56,FWD,Ipswich,93,1,13242,3,1.89,0.0,14,4.0,96,,9,0,,Delap,2024-07-13,100,15,0,,114.7,0.37,0.6,1.26,13807,7.29,11,0.06,16,13,a,-1,32,8,335,True,0.43,1765,1.12,0,p463034,0,3.2,1,518.0,53,0,,0,1133535,241.0,0,0,3.5,100.0,100.0,51,1.87,0,3.7,16.6,0,0.15,3.2,2024-12-16T09:30:06.820569Z,9,22,0,104,2,0,36.63,104,28,0,False,1435293,37,0,17,392.0,8.55,15,242.8,113,12
269,George Edmundson,40,DEF,Ipswich,1,0,0,0,0.0,0.0,193,1.0,520,,0,0,,Edmundson,2021-07-27,563,0,0,Loaned to Middlesbrough,0.0,0.0,0.0,0.00,31,0.00,190,0.0,142,149,u,0,504,0,3,False,0.0,1,0.0,0,p214964,0,0.0,0,0.0,419,0,,0,14845,241.0,0,0,0.1,0.0,0.0,564,0.0,0,0.0,0.2,0,0.0,0.0,2024-08-31T08:22:49.668219Z,0,0,0,451,0,0,0.00,636,174,0,False,2076,0,0,182,0.0,0.00,177,0.0,543,193
270,Jacob Greaves,39,DEF,Ipswich,29,0,4471,2,1.86,0.0,46,2.1,80,,1,0,,Greaves,2024-07-12,125,0,0,,48.0,0.05,0.5,0.09,4119,0.68,111,0.01,80,55,a,1,204,2,125,True,0.06,1260,1.0,0,p449429,0,2.0,-1,100.0,258,0,,0,544533,241.0,0,0,4.5,100.0,100.0,216,1.96,0,2.5,7.4,0,0.14,2.0,2024-11-22T17:30:09.014564Z,1,14,0,178,0,0,27.38,736,246,0,False,963081,26,0,27,347.8,0.77,48,31.0,342,67
271,Marcus Myers-Harness,49,MID,Ipswich,2,0,0,0,4.19,0.0,217,1.0,706,,0,0,,Harness,,464,0,0,Loaned to Derby County,1.7,0.0,0.0,0.05,1,0.00,225,0.1,216,284,u,1,403,0,4,False,0.1,43,0.0,0,p167191,0,0.0,-1,6.0,470,0,,0,2430,,0,0,0.0,0.0,0.0,477,2.85,0,0.0,0.4,0,0.0,0.0,2024-08-31T08:21:56.022360Z,0,0,0,692,0,0,1.36,250,159,0,False,347,2,0,297,9.4,0.05,214,1.9,450,223
272,George Hirst,54,FWD,Ipswich,21,1,111,0,1.72,0.0,38,1.8,596,,1,0,1.0,Hirst,2023-07-13,371,2,0,,19.0,0.42,0.2,0.10,103,0.97,37,0.04,37,29,a,1,219,1,66,True,0.46,209,0.43,0,p222625,0,1.0,-1,87.0,311,0,,0,11920,241.0,0,0,0.0,100.0,100.0,348,2.88,0,1.5,3.9,0,0.0,1.0,2024-11-22T17:00:09.158802Z,1,1,0,287,1,0,6.69,133,39,0,False,11458,4,0,76,63.4,1.07,38,37.9,325,38
273,Cameron Humphreys,45,MID,Ipswich,0,0,0,0,0.0,0.0,282,0.0,681,,0,0,,Humphreys,,690,0,0,Loaned to Wycombe,0.0,0.0,0.0,0.00,14,0.00,283,0.0,283,242,u,0,668,0,0,False,0.0,0,0.0,0,p524180,0,0.0,0,0.0,693,0,,0,5147,,0,0,0.0,0.0,0.0,690,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-23T12:39:48.370081Z,0,0,0,627,0,0,0.00,439,275,0,False,651,0,0,284,0.0,0.00,275,0.0,684,282
274,Omari Giraud-Hutchinson,52,MID,Ipswich,59,0,432,3,1.93,0.0,78,2.7,298,,2,0,,Hutchinson,2024-07-01,192,4,0,,83.9,0.09,0.4,1.40,1789,1.79,62,0.07,64,81,a,3,66,4,216,True,0.16,1867,1.06,0,p503301,0,2.0,-3,294.0,159,0,3.0,0,99821,241.0,0,0,0.3,100.0,100.0,102,1.92,0,2.5,11.3,0,0.14,2.0,2025-01-05T21:30:08.661931Z,2,22,0,192,1,0,39.77,170,104,0,False,74304,40,0,93,245.8,3.19,42,297.1,82,61
275,Ben Johnson,39,DEF,Ipswich,14,0,411,0,2.74,0.0,94,1.0,137,,0,0,,Johnson,2024-07-01,259,0,0,,29.4,0.04,0.0,0.39,2180,0.40,67,0.04,134,131,a,1,291,2,21,True,0.08,822,0.88,0,p222018,0,0.0,-1,40.0,409,0,,0,470585,241.0,0,0,2.1,100.0,100.0,295,2.7,0,0.5,3.6,0,0.0,0.0,2024-11-25T09:30:07.489482Z,0,8,0,419,1,0,24.65,729,243,0,False,328604,25,0,52,166.8,0.79,91,87.9,248,93
276,Freddie Ladapo,45,FWD,Ipswich,0,0,0,0,0.0,0.0,54,0.0,282,,0,0,,Ladapo,,646,0,0,Mutual termination of contract,0.0,0.0,0.0,0.00,341,0.00,54,0.0,58,45,u,0,620,0,0,False,0.0,0,0.0,0,p94926,0,0.0,0,0.0,650,0,,0,216094,,0,0,0.4,0.0,0.0,646,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-31T06:23:26.859072Z,0,0,0,578,0,0,0.00,363,64,0,False,59882,0,0,46,0.0,0.00,54,0.0,639,54
277,Massimo Luongo,44,MID,Ipswich,8,0,146,0,2.66,0.0,190,1.3,354,,0,0,,Luongo,2023-01-05,411,0,0,,4.0,0.0,0.0,0.01,266,0.00,218,0.01,177,174,a,1,433,0,30,True,0.01,169,1.07,0,p106606,0,0.2,-1,2.0,377,0,,0,86258,13.0,0,0,0.2,100.0,100.0,444,3.05,0,0.7,1.8,0,0.0,0.2,2024-12-25T22:30:08.205367Z,0,2,0,375,0,0,5.73,487,304,0,False,72498,5,0,113,31.2,0.01,223,5.6,427,211
278,Sam Morsy,49,MID,Ipswich,51,0,130,2,2.03,0.0,57,2.3,404,,2,0,,Morsy,2021-08-31,151,5,0,,56.4,0.01,0.4,1.00,364,0.31,82,0.05,98,90,a,1,331,7,294,True,0.06,1902,0.99,0,p74944,0,1.8,-1,26.0,225,0,,0,54000,63.0,0,0,0.1,100.0,100.0,183,1.98,0,2.3,10.4,0,0.09,1.8,2024-12-21T21:30:08.223651Z,1,21,0,209,1,0,41.85,241,155,0,False,43982,43,0,137,302.6,1.31,178,237.3,117,99
279,Corrie Ndaba,40,DEF,Ipswich,0,0,0,0,0.0,0.0,195,0.0,739,,0,0,,Ndaba,,565,0,0,Permanent transfer to Kilmarnock,0.0,0.0,0.0,0.00,2,0.00,192,0.0,193,154,u,0,506,0,0,False,0.0,0,0.0,0,p246265,0,0.0,0,0.0,570,0,,0,630,,0,0,0.0,0.0,0.0,566,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-01T06:52:12.954431Z,0,0,0,456,0,0,0.00,643,181,0,False,0,0,0,250,0.0,0.00,179,0.0,545,195
280,Cieran Slicker,39,GKP,Ipswich,0,0,348,0,0.0,0.0,52,0.0,237,,0,0,,Slicker,2023-07-08,545,0,0,,0.0,0.0,0.0,0.00,374,0.00,29,0.0,52,41,a,1,478,0,0,True,0.0,0,0.0,0,p434044,0,0.0,-1,0.0,551,0,,0,62216,243.0,0,0,0.7,,,546,0.0,0,0.5,0.0,0,0.0,0.0,,0,0,0,424,0,0,0.00,734,76,0,False,42376,0,0,34,0.0,0.00,14,0.0,522,52
281,Jack Taylor,48,MID,Ipswich,22,0,29,0,1.34,0.0,156,1.2,600,,1,0,,Taylor,2023-06-26,340,1,0,,24.4,0.12,0.2,0.71,40,0.55,157,0.16,192,151,a,2,259,3,83,True,0.28,404,0.22,0,p231899,0,0.8,-2,65.0,398,0,,0,4630,104.0,0,0,0.0,100.0,100.0,317,1.85,0,1.3,4.6,0,0.0,0.8,2024-11-22T17:30:09.045912Z,1,1,0,310,0,0,8.29,312,205,0,False,2931,6,0,236,96.6,1.26,143,82.7,256,158
282,Axel Tuanzebe,39,DEF,Ipswich,17,0,3563,1,1.84,0.0,96,1.4,162,,1,0,,Tuanzebe,2023-09-08,263,0,0,,23.7,0.02,0.1,0.08,1612,0.18,92,0.01,116,91,a,1,352,3,58,True,0.03,976,1.01,0,p180804,0,0.5,-1,19.0,357,0,,0,388846,50.0,0,0,1.6,100.0,100.0,322,1.75,0,1.0,4.4,0,0.09,0.5,2024-11-30T22:00:07.627808Z,0,11,0,324,0,0,19.02,725,240,0,False,421941,20,0,64,165.0,0.26,118,52.4,308,105
283,Christian Walton,43,GKP,Ipswich,14,1,108,1,2.67,2.83,30,2.3,345,,0,0,,Walton,2022-01-19,289,2,0,Groin Strain - Unknown return date,14.9,0.0,0.1,0.00,700,0.00,11,0.0,31,24,i,2,582,0,38,True,0.0,540,1.0,0,p108813,17,0.5,-2,0.0,218,0,,0,23967,241.0,0,0,0.2,0.0,,367,2.14,0,1.0,3.3,0,0.17,0.0,2025-02-05T18:30:08.721535Z,0,6,0,329,0,0,12.87,560,30,0,False,21464,16,0,53,139.4,0.00,52,10.0,415,28
284,Luke Woolfenden,40,DEF,Ipswich,13,0,118,1,1.83,0.0,105,1.4,181,,0,0,,Woolfenden,2017-08-07,280,0,0,,15.9,0.0,0.0,0.02,1144,0.03,152,0.0,119,151,a,0,394,2,63,True,0.0,737,0.98,0,p220583,0,0.0,0,6.0,360,0,,0,137512,241.0,0,0,1.3,,,359,2.03,0,0.5,3.2,0,0.12,0.0,,0,8,0,453,0,0,16.59,639,177,0,False,126766,15,0,72,147.4,0.05,137,4.4,432,119
359,Kalvin Phillips,48,MID,Ipswich,20,0,46,1,2.31,0.0,137,1.5,527,2.0,0,0,,Phillips,2024-08-16,304,0,0,,21.7,0.03,0.2,0.26,95,0.33,172,0.03,160,131,a,2,328,1,124,True,0.06,857,1.05,0,p155405,0,1.0,-2,27.0,347,0,2.0,0,12930,241.0,0,0,0.1,100.0,100.0,333,1.94,0,1.5,4.2,0,0.11,1.0,2025-01-14T22:00:08.891426Z,0,10,0,277,0,0,18.48,296,194,1,False,6303,22,0,198,125.4,0.59,177,65.9,284,165
568,Arijanet Muric,44,GKP,Ipswich,49,0,514,1,1.83,3.89,10,2.7,228,,1,0,,Muric,2024-07-17,29,5,0,,53.1,0.0,0.0,0.01,1341,0.00,69,0.0,28,27,a,1,600,1,186,True,0.0,1620,1.0,0,p232917,70,0.2,-1,0.0,153,0,,0,163808,286.0,0,0,0.8,100.0,100.0,198,2.01,0,0.7,11.1,0,0.06,0.2,2024-08-17T20:30:06.519689Z,0,18,0,377,0,0,36.12,516,23,0,False,192984,33,0,31,531.2,0.01,60,0.0,624,10
569,Jaden Philogene,53,MID,Ipswich,13,0,39,1,2.17,0.0,192,0.9,550,,1,0,,Jaden,2025-01-15,413,0,0,,10.6,0.09,0.2,0.21,118,0.46,192,0.04,234,139,a,2,275,2,30,True,0.13,457,0.59,0,p481624,0,1.0,-2,53.0,495,0,,0,9990,241.0,0,0,0.0,100.0,100.0,386,1.52,0,1.5,2.5,0,0.2,1.0,2025-01-03T19:30:09.849805Z,0,3,0,286,0,0,7.74,155,92,1,False,4695,11,0,210,30.4,0.67,150,30.6,343,188
583,Conor Townsend,39,DEF,Ipswich,2,0,779,0,3.91,0.0,160,1.0,252,,0,0,,Townsend,2024-08-01,445,0,0,,4.3,0.0,0.1,0.07,959,0.00,120,0.14,133,104,a,1,425,0,11,True,0.14,46,0.0,0,p108053,0,0.2,-1,2.0,408,0,,0,46765,241.0,0,0,0.6,,,440,1.88,0,0.7,0.5,0,0.0,0.2,,0,0,0,356,0,0,0.96,719,237,0,False,61618,2,0,95,15.4,0.07,150,25.1,364,152
611,Sam Szmodics,57,MID,Ipswich,52,0,16,2,1.57,0.0,98,2.9,379,3.0,0,0,,Szmodics,2024-08-16,227,2,0,Ankle injury - 50% chance of playing,54.9,0.32,0.0,0.44,506,3.44,160,0.04,59,318,d,3,79,2,158,True,0.36,975,1.2,0,p172453,0,0.0,-3,263.0,139,0,,0,115154,104.0,0,0,0.2,50.0,0.0,190,2.14,0,0.0,9.1,0,0.18,0.0,2025-01-11T01:00:08.753842Z,4,13,0,745,0,0,23.18,92,60,0,False,108226,17,0,126,209.4,3.88,52,81.5,260,102
619,Jens Cajuste,45,MID,Ipswich,30,0,398,1,2.07,0.0,146,1.8,383,,2,0,,Cajuste,2024-08-19,319,0,0,,24.0,0.01,0.3,0.28,602,0.17,138,0.02,135,100,a,0,354,2,149,True,0.03,1043,1.21,0,p454667,0,1.5,0,19.0,303,0,,0,23093,206.0,0,0,0.2,100.0,100.0,319,2.13,0,2.0,6.7,0,0.09,1.5,2024-10-04T00:00:05.976169Z,0,14,0,223,0,0,24.66,396,246,0,False,38933,24,0,130,110.4,0.45,192,113.6,221,159
630,Dara O'Shea,40,DEF,Ipswich,29,0,853,2,2.03,0.0,17,1.4,168,,1,0,,O'Shea,2024-08-25,52,1,0,,62.9,0.04,0.0,0.17,2400,0.83,132,0.01,118,109,a,0,168,5,134,True,0.05,1862,1.02,0,p216616,0,0.2,0,137.0,359,0,,0,177078,104.0,0,0,1.5,100.0,100.0,156,2.0,0,0.7,7.2,0,0.1,0.2,2024-10-18T17:30:07.558521Z,0,21,0,362,0,0,41.48,637,175,0,False,326293,42,0,68,477.0,1.00,31,15.5,391,43
631,Jack Clarke,54,MID,Ipswich,29,0,40,0,2.88,0.0,148,1.5,569,,1,0,,J.Clarke,2024-08-24,323,0,0,,31.4,0.13,0.2,0.71,87,0.83,126,0.11,164,140,a,1,243,1,112,True,0.24,594,0.76,0,p443261,0,1.0,-1,77.0,351,0,,0,7784,241.0,0,0,0.0,,,286,2.47,0,1.5,5.4,0,0.0,1.0,,0,5,0,288,2,0,16.30,139,83,0,False,8156,19,0,220,108.2,1.54,137,130.7,198,144
632,Chiedozie Ogbene,48,MID,Ipswich,7,0,7,0,1.14,0.0,200,1.4,709,,0,0,,Ogbene,2024-08-28,426,0,0,Achilles injury - Expected back 01 Jun,6.4,0.0,0.0,0.05,8,0.00,194,0.02,171,282,i,2,373,0,29,True,0.02,237,1.14,0,p229164,0,0.0,-2,12.0,367,0,,0,2660,104.0,0,0,0.0,0.0,0.0,418,0.9,0,0.0,1.5,0,0.0,0.0,2024-10-26T20:00:08.138345Z,0,3,0,684,0,0,2.36,310,203,0,False,2588,3,0,298,22.8,0.05,201,30.2,345,202
715,Ben Godfrey,40,DEF,Ipswich,0,0,215,0,7.14,0.0,171,0.0,607,,0,0,,Godfrey,2025-01-05,486,0,0,,0.8,0.0,0.0,0.02,145,0.00,165,0.03,190,147,a,0,427,0,-11,True,0.03,63,1.43,0,p198826,0,0.0,0,2.0,566,0,,0,985,241.0,0,0,0.0,,,490,3.41,0,0.5,0.0,0,0.0,0.0,,0,1,0,446,0,0,2.39,631,172,0,False,3338,5,0,207,4.2,0.02,152,1.7,452,170
743,Kieran McKenna,5,MNG,Ipswich,2,0,56,0,0.0,0.0,4,0.0,626,,1,0,,McKenna,2021-12-16,516,0,0,,0.0,0.0,2.0,0.00,519,0.00,4,0.0,4,19,a,0,448,0,0,True,0.0,0,0.0,0,man47418,0,1.0,0,0.0,522,0,,0,784,242.0,0,0,0.2,,,517,0.0,0,1.5,4.0,2,0.0,1.0,,0,0,0,264,0,2,0.00,769,19,0,False,198,0,0,16,0.0,0.00,4,0.0,492,4
764,Alex Palmer,45,GKP,Ipswich,0,0,108,0,0.0,0.0,79,0.0,757,,0,0,,Palmer,2025-02-03,648,0,0,,0.0,0.0,0.0,0.00,4,0.00,72,0.0,79,77,a,0,624,0,0,True,0.0,0,0.0,0,p112520,0,0.0,0,0.0,652,0,,0,4,241.0,0,0,0.0,,,648,0.0,0,2.9,0.0,0,0.0,2.4,,0,0,0,581,0,0,0.00,367,15,0,False,108,0,0,76,0.0,0.00,65,0.0,642,79
117,Facundo Buonanotte,47,MID,Leicester,58,1,837,2,1.82,0.0,46,2.9,248,3.0,0,0,,Buonanotte,2024-08-10,127,4,0,,93.9,0.26,0.2,1.98,2109,3.24,49,0.16,58,146,a,3,91,6,243,True,0.42,1139,0.95,0,p536916,0,0.8,-3,239.0,136,0,,0,427267,10.0,0,0,0.6,100.0,100.0,85,1.85,0,0.8,12.3,0,0.16,0.3,2024-12-05T00:30:07.817700Z,4,12,0,305,2,0,23.41,347,227,0,False,466582,23,0,75,347.4,5.22,60,354.4,63,54
192,Jordan Ayew,52,MID,Leicester,54,0,149,1,2.51,0.0,94,2.5,382,,2,0,2.0,J.Ayew,2024-08-23,221,3,0,,68.7,0.25,0.3,1.10,315,3.35,93,0.08,84,96,a,3,81,5,199,True,0.33,1183,0.99,0,p80146,0,1.8,-3,259.0,196,0,2.0,0,61099,81.0,0,0,0.2,100.0,100.0,132,1.75,0,1.8,10.4,0,0.08,1.3,2024-12-27T00:30:09.361030Z,4,13,0,216,0,0,22.99,157,94,0,False,31246,33,0,129,219.0,4.45,53,210.3,133,77
198,Odsonne Edouard,51,FWD,Leicester,7,0,280,0,1.91,0.0,48,1.2,363,,0,0,,Edouard,2024-08-30,482,0,0,,8.0,0.25,0.0,0.07,327,0.39,44,0.04,42,67,a,4,276,0,14,True,0.29,141,0.64,0,p199670,0,0.0,-4,50.0,402,0,,0,97930,73.0,0,0,0.2,100.0,100.0,407,2.37,0,0.0,1.4,0,0.0,-0.5,2025-01-04T19:30:08.259088Z,0,1,0,727,0,0,3.72,182,45,0,False,40264,3,0,56,5.0,0.46,41,25.0,365,43
