id,name,now_cost,position,team,total_points,assists,penalties_saved,goals_scored,cost_change_start_fall,expected_goal_involvements,goals_conceded,creativity_rank,in_dreamteam,chance_of_playing_next_round,influence_rank,threat,news,region,selected_rank,expected_assists,clean_sheets_per_90,value_form,clean_sheets,ep_next,transfers_out_event,chance_of_playing_this_round,ict_index_rank_type,cost_change_start,points_per_game_rank_type,goals_conceded_per_90,ict_index_rank,expected_goals_conceded,saves,creativity,ep_this,ict_index,expected_goal_involvements_per_90,expected_assists_per_90,points_per_game,expected_goals_per_90,penalties_missed,selected_by_percent,transfers_in,minutes,status,transfers_in_event,expected_goals,threat_rank,now_cost_rank,yellow_cards,cost_change_event_fall,red_cards,penalties_order,bps,web_name,form_rank,transfers_out,can_select,creativity_rank_type,news_added,dreamteam_count,selected_rank_type,points_per_game_rank,influence_rank_type,starts_per_90,saves_per_90,cost_change_event,corners_and_indirect_freekicks_order,form_rank_type,influence,bonus,expected_goals_conceded_per_90,now_cost_rank_type,threat_rank_type,event_points,form,value_season,own_goals,direct_freekicks_order,starts
132,Solly March,6.5,MID,Brighton,0,0,0,0,0,0.0,0,690,False,25.0,690,0.0,Lack of match fitness - 25% chance of playing,241.0,655,0.0,0.0,0.0,0,0.0,24,25.0,314,0,314,0.0,690,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,836,0,d,27,0.0,690,45,0,0,0,,0,March,686,1060,True,314,2024-07-17T13:30:04.993410Z,0,290,689,314,0.0,0.0,0,,312,0.0,0,0.0,25,314,0,0.0,0.0,0,,0
133,Adrian Mazilu,4.5,MID,Brighton,0,0,0,0,0,0.0,0,627,False,0.0,631,0.0,Has joined Vitesse Arnhem on loan for the rest of the season,,625,0.0,0.0,0.0,0,0.0,16,0.0,279,0,281,0.0,633,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720,0,u,0,0.0,611,449,0,0,0,,0,Mazilu,583,3877,False,281,2024-08-29T11:08:43.963582Z,0,275,637,277,0.0,0.0,0,,242,0.0,0,0.0,279,274,0,0.0,0.0,0,,0
134,James Milner,5.0,MID,Brighton,5,0,0,0,0,0.31,1,220,False,0.0,372,12.0,Hamstring injury - Unknown return date,241.0,530,0.15,0.53,0.0,1,0.0,45,0.0,167,0,136,0.53,334,1.98,0,66.3,0.0,10.7,0.17,0.08,1.7,0.09,0,0.0,4551,169,i,9,0.16,326,187,1,0,0,,24,Milner,640,10115,True,137,2024-08-31T21:00:04.655035Z,0,210,292,174,1.6,0.0,0,,283,28.6,0,1.05,116,178,0,0.0,1.0,0,,3
135,Yankuba Minteh,5.1,MID,Brighton,29,2,0,2,4,2.57,8,115,False,100.0,224,138.0,,78.0,274,1.29,0.21,0.4,1,2.0,718,100.0,82,-4,56,1.65,142,6.12,0,158.2,2.0,42.6,0.53,0.27,2.9,0.26,0,0.4,255238,437,a,1123,1.28,105,186,2,0,0,,107,Minteh,172,346778,True,83,2024-10-19T22:30:05.622192Z,0,89,134,94,1.03,0.0,0,5.0,85,130.4,0,1.26,115,67,6,2.0,5.7,0,,5
136,Mitoma Kaoru,6.6,MID,Brighton,61,3,0,3,-1,6.19,20,29,False,100.0,75,393.0,,108.0,42,2.45,0.14,0.9,2,5.8,35597,100.0,15,1,19,1.42,19,21.17,0,321.3,5.8,99.2,0.43,0.17,4.1,0.26,0,9.3,1820822,1272,a,33806,3.74,19,40,0,-1,0,,238,Mitoma,17,1236978,True,24,2024-12-03T12:30:08.039613Z,0,9,46,26,0.99,0.0,1,,11,277.2,6,1.5,22,9,2,5.8,9.2,0,,14
137,Jakub Moder,4.4,MID,Brighton,2,0,0,0,1,0.0,0,356,False,,440,0.0,,172.0,222,0.0,0.0,0.0,0,0.0,3143,,209,-1,181,0.0,437,0.16,0,11.1,0.0,1.6,0.0,0.0,1.0,0.0,0,0.9,167053,4,a,769,0.0,535,504,0,0,0,,8,Moder,507,122255,True,201,,0,69,392,210,0.0,0.0,0,,185,5.0,0,3.6,299,221,0,0.0,0.5,0,,0
138,Mark O’Mahony,4.5,FWD,Brighton,0,0,0,0,0,0.0,0,632,False,0.0,636,0.0,Season long to Portsmouth,,329,0.0,0.0,0.0,0,0.0,338,0.0,56,0,58,0.0,638,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3,31158,0,u,0,0.0,616,455,0,0,0,,0,O’Mahony,587,67488,False,56,2024-08-30T10:16:16.061223Z,0,54,641,56,0.0,0.0,0,,52,0.0,0,0.0,71,56,0,0.0,0.0,0,,0
139,Odeluga Offiah,4.0,DEF,Brighton,0,0,0,0,0,0.0,0,486,False,0.0,506,0.0,Loaned to Blackpool,,492,0.0,0.0,0.0,0,0.0,71,0.0,178,0,174,0.0,508,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,2639,0,u,0,0.0,450,632,0,0,0,,0,Offiah,420,12502,False,176,2024-08-31T06:26:46.238644Z,0,177,509,178,0.0,0.0,0,,149,0.0,0,0.0,182,161,0,0.0,0.0,0,,0
140,Cameron Peupion,4.4,MID,Brighton,0,0,0,0,1,0.0,0,562,False,,568,0.0,,13.0,493,0.0,0.0,0.0,0,0.0,261,,231,-1,233,0.0,570,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,7192,0,a,345,0.0,540,517,0,0,0,,0,Peupion,513,7057,True,233,,0,187,574,229,0.0,0.0,0,,189,0.0,0,0.0,303,224,0,0.0,0.0,0,,0
141,Jeremy Sarmiento Morante,4.9,MID,Brighton,1,0,0,0,1,0.0,0,424,False,0.0,468,0.0,Loaned to Burnley,,638,0.0,0.0,0.0,0,0.0,8,0.0,227,-1,204,0.0,471,0.0,0,0.8,0.0,0.1,0.0,0.0,1.0,0.0,0,0.0,354,8,u,0,0.0,651,273,0,0,0,,3,Sarmiento,631,2870,False,218,2024-08-31T06:27:42.007071Z,0,280,425,224,0.0,0.0,0,,276,0.2,0,0.0,178,294,0,0.0,0.2,0,,0
142,Jason Steele,4.2,GKP,Brighton,9,0,0,0,3,0.0,1,527,False,,352,0.0,,241.0,197,0.0,0.5,0.0,1,0.0,2071,,30,-3,3,0.5,400,1.88,3,0.0,0.0,4.1,0.0,0.0,4.5,0.0,0,1.1,288993,180,a,337,0.0,496,567,0,0,0,,46,Steele,467,295021,True,44,,0,28,33,30,1.0,1.5,0,,58,40.4,1,0.94,34,35,0,0.0,2.1,0,,2
143,Deniz Undav,5.5,FWD,Brighton,0,0,0,0,0,0.0,0,685,False,0.0,686,0.0,Transferred to Stuttgart,,663,0.0,0.0,0.0,0,0.0,5,0.0,72,0,72,0.0,686,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,u,0,0.0,683,120,0,0,0,,0,Undav,679,1431,False,72,2024-08-10T12:18:55.962223Z,0,75,685,72,0.0,0.0,0,,71,0.0,0,0.0,35,72,0,0.0,0.0,0,,0
144,Jan Paul van Hecke,4.5,DEF,Brighton,28,1,0,0,0,1.21,14,178,False,100.0,78,68.0,,152.0,199,0.64,0.17,0.3,2,1.2,2334,100.0,35,0,67,1.18,140,15.72,0,97.4,1.2,43.4,0.1,0.05,2.2,0.05,0,1.1,172379,1070,a,3842,0.57,201,405,4,0,0,,159,Van Hecke,228,101057,True,42,2024-09-29T22:30:06.452903Z,0,79,214,26,1.01,0.0,0,,69,268.0,0,1.32,78,51,1,1.2,6.2,0,,12
145,Joël Veltman,4.5,DEF,Brighton,34,0,0,0,0,1.14,12,212,False,75.0,191,18.0,Knock - 75% chance of playing,152.0,109,1.07,0.28,0.1,3,0.4,22078,75.0,82,0,28,1.13,254,14.82,0,70.3,0.4,24.6,0.11,0.1,3.1,0.01,0,2.9,608071,956,d,306,0.07,309,361,1,1,0,,152,Veltman,320,441058,True,53,2024-11-30T01:00:07.662889Z,1,45,106,74,1.04,0.0,-1,,100,156.8,5,1.4,58,98,0,0.5,7.6,0,,11
146,Bart Verbruggen,4.5,GKP,Brighton,35,0,0,0,0,0.0,21,600,False,100.0,27,0.0,,152.0,104,0.0,0.15,0.4,2,1.8,5214,100.0,8,0,27,1.62,183,21.35,40,0.0,1.8,36.6,0.0,0.0,2.7,0.0,0,3.1,453983,1170,a,8964,0.0,584,411,2,0,0,,142,Verbruggen,183,195306,True,63,2024-08-12T14:30:04.523944Z,0,16,152,8,1.0,3.08,0,,18,365.6,2,1.64,18,58,1,1.8,7.8,0,,13
147,Adam Webster,4.3,DEF,Brighton,1,0,0,0,2,0.03,4,411,False,25.0,395,2.0,Hamstring injury - 25% chance of playing,241.0,501,0.03,0.0,0.0,0,0.0,72,25.0,142,-2,160,4.62,420,3.95,0,1.8,0.0,2.4,0.03,0.03,0.3,0.0,0,0.1,2911,78,d,14,0.0,384,538,0,0,0,,7,Webster,480,10096,True,146,2024-10-06T22:00:07.268394Z,0,181,474,138,2.31,0.0,0,,193,20.4,0,4.56,120,134,0,0.0,0.2,0,,2
148,Danny Welbeck,5.8,FWD,Brighton,69,2,0,6,-3,6.01,16,94,False,100.0,59,370.0,,241.0,24,0.44,0.41,0.2,5,1.2,150118,75.0,8,3,9,1.3,34,20.73,0,173.8,0.9,83.7,0.49,0.04,4.9,0.45,0,15.7,3658908,1111,a,9420,5.57,22,87,1,1,0,3.0,247,Welbeck,250,2392979,True,5,2024-12-06T10:30:07.688901Z,1,8,21,8,1.05,0.0,-1,,32,293.0,13,1.68,26,12,1,1.2,11.9,0,1.0,13
149,Mats Wieffer,4.7,MID,Brighton,18,2,0,0,3,0.45,12,203,False,100.0,252,38.0,,152.0,491,0.14,0.22,0.3,1,1.5,138,100.0,134,-3,139,2.65,268,9.01,0,76.8,1.5,21.7,0.1,0.03,1.6,0.07,0,0.1,12642,407,a,312,0.31,256,336,2,0,0,,71,Wieffer,206,16372,True,128,2024-08-29T09:30:04.701478Z,0,186,301,108,0.66,0.0,0,,100,106.4,0,1.99,219,142,3,1.5,3.8,0,,3
595,Brajan Gruda,5.4,MID,Brighton,5,0,0,0,1,0.03,3,322,False,100.0,407,12.0,,80.0,596,0.03,0.0,0.0,0,0.2,44,100.0,190,-1,209,4.29,393,1.26,0,22.7,0.2,4.9,0.04,0.04,1.0,0.0,0,0.0,1098,63,a,32,0.0,328,143,0,0,0,,12,Gruda,374,3589,True,181,2024-11-30T01:00:08.395710Z,0,254,434,191,0.0,0.0,0,,177,14.6,0,1.8,86,180,0,0.2,0.9,0,,0
600,Yasin Ayari,5.0,MID,Brighton,22,0,0,0,0,1.66,7,78,False,100.0,234,94.0,,206.0,554,0.92,0.5,0.4,4,2.0,134,100.0,88,0,128,0.87,150,11.26,0,197.3,2.0,41.8,0.2,0.11,1.8,0.09,0,0.0,4281,724,a,129,0.74,153,227,2,0,0,,106,Ayari,170,3618,True,61,2024-12-03T12:30:09.025260Z,0,224,277,99,0.99,0.0,0,3.0,83,124.6,0,1.4,144,96,3,2.0,4.4,0,,8
601,Andrew Moran,5.0,MID,Brighton,0,0,0,0,0,0.0,0,673,False,0.0,677,0.0,Loaned to Stoke City,,677,0.0,0.0,0.0,0,0.0,2,0.0,306,0,306,0.0,677,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24,0,u,0,0.0,670,228,0,0,0,,0,Moran,654,509,False,306,2024-08-20T12:19:09.002604Z,0,305,676,306,0.0,0.0,0,,293,0.0,0,0.0,145,304,0,0.0,0.0,0,,0
615,Carl Rushworth,4.0,GKP,Brighton,0,0,0,0,0,0.0,0,494,False,0.0,514,0.0,Loaned to Hull City,,515,0.0,0.0,0.0,0,0.0,50,0.0,60,0,60,0.0,516,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6698,0,u,0,0.0,458,641,0,0,0,,0,Rushworth,428,6842,False,39,2024-08-31T06:28:38.039682Z,0,65,517,60,0.0,0.0,0,,53,0.0,0,0.0,65,29,0,0.0,0.0,0,,0
618,Georginio Rutter,5.6,MID,Brighton,50,4,0,2,-1,3.58,15,123,False,100.0,186,221.0,,73.0,167,1.0,0.42,0.4,4,2.5,13421,100.0,64,1,33,1.58,109,17.31,0,149.9,2.5,52.2,0.38,0.11,3.6,0.27,0,1.5,303865,852,a,2467,2.58,57,106,2,0,0,,139,Georginio,133,153827,True,89,2024-10-12T11:00:07.563830Z,1,48,71,73,1.16,0.0,0,,67,161.0,1,1.83,64,36,2,2.5,8.9,0,,11
628,Ferdi Kadioglu,4.5,DEF,Brighton,19,0,0,1,0,0.75,8,196,False,25.0,238,40.0,Toe Injury - 25% chance of playing,219.0,332,0.31,0.47,0.0,2,0.0,2886,25.0,83,0,25,1.87,257,9.44,0,83.7,0.0,24.0,0.17,0.07,3.2,0.1,0,0.2,73488,385,d,52,0.44,251,379,1,0,0,,59,F.Kadıoğlu,531,54292,True,48,2024-11-10T01:30:09.967684Z,0,122,96,90,1.17,0.0,0,,217,116.4,0,2.21,70,73,0,0.0,4.2,0,,5
629,Matt O'Riley,5.5,MID,Brighton,11,0,0,1,0,1.37,6,231,False,100.0,334,49.0,,58.0,456,0.68,0.0,0.1,0,0.8,959,100.0,152,0,96,2.49,304,3.75,0,62.2,0.8,16.5,0.57,0.28,2.2,0.29,0,0.1,15052,217,a,278,0.69,233,115,1,0,0,,52,O'Riley,300,6888,True,143,2024-08-28T16:30:04.729425Z,0,167,223,158,0.83,0.0,0,1.0,153,53.6,2,1.56,70,128,1,0.8,2.0,1,,2
663,Imari Samuels,4.0,DEF,Brighton,0,0,0,0,0,0.0,0,487,False,,507,0.0,,241.0,543,0.0,0.0,0.0,0,0.0,136,,179,0,175,0.0,509,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4230,0,a,149,0.0,451,633,0,0,0,,0,Samuels,421,2479,True,177,,0,190,510,179,0.0,0.0,0,,150,0.0,0,0.0,183,162,0,0.0,0.0,0,,0
668,Killian Cahill,3.9,GKP,Brighton,0,0,0,0,1,0.0,0,452,False,,474,0.0,,104.0,185,0.0,0.0,0.0,0,0.0,2925,,37,-1,37,0.0,476,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3,147322,0,a,9179,0.0,413,692,0,0,0,,0,Cahill,383,19569,True,14,,0,26,479,37,0.0,0.0,0,,29,0.0,0,0.0,72,4,0,0.0,0.0,0,,0
681,Ruairi McConville,4.0,DEF,Brighton,0,0,0,0,0,0.0,0,511,False,,531,0.0,,242.0,649,0.0,0.0,0.0,0,0.0,28,,194,0,191,0.0,533,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,466,0,a,88,0.0,476,661,0,0,0,,0,McConville,447,148,True,192,,0,219,535,194,0.0,0.0,0,,167,0.0,0,0.0,202,178,0,0.0,0.0,0,,0
685,Jacob Slater,4.0,DEF,Brighton,0,0,0,0,0,0.0,0,520,False,,540,0.0,,241.0,659,0.0,0.0,0.0,0,0.0,34,,203,0,201,0.0,542,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,332,0,a,82,0.0,487,672,0,0,0,,0,Slater,458,91,True,201,,0,224,545,203,0.0,0.0,0,,178,0.0,0,0.0,213,189,0,0.0,0.0,0,,0
150,Andrey Nascimento dos Santos,4.5,MID,Chelsea,0,0,0,0,0,0.0,0,621,False,0.0,625,0.0,Has joined Strasbourg on a season-long loan,,675,0.0,0.0,0.0,0,0.0,3,0.0,273,0,275,0.0,627,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,u,0,0.0,605,443,0,0,0,,0,Andrey Santos,577,590,False,275,2024-08-05T10:16:34.176364Z,0,303,631,271,0.0,0.0,0,,236,0.0,0,0.0,273,268,0,0.0,0.0,0,,0
151,Ângelo Gabriel Borges Damaceno,4.5,MID,Chelsea,0,0,0,0,0,0.0,0,614,False,0.0,618,0.0,Transferred to Al-Nassr,,419,0.0,0.0,0.0,0,0.0,217,0.0,267,0,269,0.0,620,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,5940,0,u,0,0.0,598,435,0,0,0,,0,Ângelo,569,27670,False,269,2024-09-05T10:38:18.297070Z,0,149,624,265,0.0,0.0,0,,230,0.0,0,0.0,267,262,0,0.0,0.0,0,,0
153,Benoît Badiashile,4.3,DEF,Chelsea,5,0,0,0,2,0.06,4,372,False,,340,0.0,,73.0,420,0.06,0.0,0.2,0,1.5,354,,127,-2,115,1.46,384,4.63,0,8.8,1.0,5.7,0.02,0.02,1.2,0.0,0,0.1,10337,247,a,871,0.0,518,556,0,0,0,,22,B.Badiashile,256,14193,True,119,,0,152,356,118,0.73,0.0,0,,75,48.2,0,1.69,135,205,1,1.0,1.2,0,,2
154,Lucas Bergström,4.0,GKP,Chelsea,0,0,0,0,0,0.0,0,495,False,,515,0.0,,72.0,339,0.0,0.0,0.0,0,0.5,403,,61,0,61,0.0,517,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,13015,0,a,107,0.0,459,643,0,0,0,,0,Bergström,429,15654,True,40,,0,49,518,61,0.0,0.0,0,,54,0.0,0,0.0,66,30,0,0.0,0.0,0,,0
155,Marcus Bettinelli,3.9,GKP,Chelsea,0,0,0,0,1,0.0,0,447,False,,470,0.0,,241.0,273,0.0,0.0,0.0,0,0.5,1149,,35,-1,35,0.0,472,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4,21297,0,a,3208,0.0,406,681,0,0,0,,0,Bettinelli,378,16801,True,12,,0,43,475,35,0.0,0.0,0,,27,0.0,0,0.0,70,2,0,0.0,0.0,0,,0
157,Moisés Caicedo Corozo,4.9,MID,Chelsea,47,3,0,1,1,1.76,17,46,False,,51,45.0,,62.0,180,1.38,0.27,0.6,4,3.5,6004,,48,-1,49,1.15,78,20.31,0,260.2,3.0,61.1,0.12,0.09,3.1,0.03,0,1.4,210741,1325,a,4633,0.38,240,280,3,0,0,,275,Caicedo,91,152472,True,37,,0,51,114,15,1.02,0.0,0,,47,305.0,2,1.38,183,133,5,3.0,9.6,0,,15
158,Cesare Casadei,4.4,MID,Chelsea,0,0,0,0,1,0.0,0,563,False,,569,0.0,,106.0,413,0.0,0.0,0.0,0,0.5,593,,232,-1,234,0.0,571,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,19460,0,a,448,0.0,541,519,0,0,0,,0,Casadei,515,21341,True,234,,0,145,575,230,0.0,0.0,0,,191,0.0,0,0.0,305,225,0,0.0,0.0,0,,0
160,Ben Chilwell,4.7,DEF,Chelsea,0,0,0,0,3,0.0,0,644,False,,648,0.0,,241.0,257,0.0,0.0,0.0,0,0.5,1143,,230,-3,229,0.0,649,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,29710,0,a,1183,0.0,632,330,0,0,0,,0,Chilwell,605,80745,True,230,,0,95,652,230,0.0,0.0,0,,222,0.0,0,0.0,42,227,0,0.0,0.0,0,,0
161,Carney Chukwuemeka,4.8,MID,Chelsea,0,0,0,0,2,0.0,0,650,False,100.0,656,0.0,,241.0,521,0.0,0.0,0.0,0,0.5,92,100.0,293,-2,294,0.0,656,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3993,0,a,65,0.0,641,318,0,0,0,,0,Chukwuemeka,618,7083,True,294,2024-10-04T12:30:06.437566Z,0,203,657,293,0.0,0.0,0,,266,0.0,0,0.0,208,290,0,0.0,0.0,0,,0
162,Levi Colwill,4.5,DEF,Chelsea,33,0,0,0,0,1.21,17,249,False,100.0,91,55.0,,241.0,88,0.83,0.21,0.5,3,2.7,9417,100.0,50,0,56,1.21,182,19.45,0,55.4,2.2,36.8,0.09,0.06,2.4,0.03,0,4.2,682865,1260,a,25328,0.38,220,396,3,0,0,,157,Colwill,146,340134,True,66,2024-11-12T14:30:07.619476Z,0,31,187,32,1.0,0.0,0,,40,257.0,1,1.39,77,63,1,2.2,7.3,0,,14
163,Marc Cucurella Saseta,5.1,DEF,Chelsea,37,2,0,0,-1,1.25,13,154,False,100.0,174,39.0,,200.0,64,1.2,0.25,0.9,3,5.3,10823,100.0,57,1,46,1.08,198,15.38,0,122.0,4.8,33.7,0.1,0.1,2.6,0.0,0,6.5,650715,1085,a,59129,0.05,255,178,6,0,0,,173,Cucurella,35,662642,True,33,2024-10-06T22:00:07.319833Z,1,21,164,69,1.0,0.0,0,,9,176.0,2,1.28,21,76,4,4.8,7.3,0,,12
164,David Datro Fofana,5.4,FWD,Chelsea,0,0,0,0,1,0.0,0,684,False,0.0,685,0.0,Transferred to AEK Athens,54.0,497,0.0,0.0,0.0,0,0.0,50,0.0,71,-1,71,0.0,685,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,4727,0,u,0,0.0,682,144,0,0,0,,0,D.D.Fofana,677,14835,False,71,2024-09-11T14:26:52.770225Z,0,66,684,71,0.0,0.0,0,,70,0.0,0,0.0,42,71,0,0.0,0.0,0,,0
165,Deivid Washington de Souza Eugênio,4.9,FWD,Chelsea,0,0,0,0,1,0.0,0,659,False,,665,0.0,,30.0,408,0.0,0.0,0.0,0,0.5,366,,65,-1,66,0.0,665,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,13678,0,a,366,0.0,655,286,0,0,0,,0,Deivid,638,16667,True,64,,0,60,665,65,0.0,0.0,0,,61,0.0,0,0.0,58,65,0,0.0,0.0,0,,0
166,Kiernan Dewsbury-Hall,5.6,MID,Chelsea,5,0,0,0,4,0.05,2,341,False,,425,0.0,,241.0,428,0.05,0.0,0.1,0,1.0,226,,204,-4,211,3.21,419,1.13,0,15.3,0.5,2.5,0.08,0.08,1.0,0.0,0,0.1,5981,56,a,93,0.0,685,101,0,0,0,,15,Dewsbury-Hall,336,24178,True,195,,0,153,436,202,0.0,0.0,0,,168,9.4,0,1.82,63,310,0,0.5,0.9,0,,0
167,Axel Disasi,4.2,DEF,Chelsea,15,0,0,1,3,0.27,1,388,False,,323,33.0,,73.0,279,0.02,0.49,0.5,1,2.5,1917,,110,-3,1,0.49,341,3.46,0,4.3,2.0,9.9,0.13,0.01,5.0,0.12,0,0.4,42330,184,a,3917,0.25,264,580,0,0,0,,54,Disasi,157,49733,True,131,,0,100,18,111,0.98,0.0,0,,44,61.6,0,1.69,153,80,0,2.0,3.6,0,,2
168,Enzo Fernández,5.0,MID,Chelsea,54,3,0,3,0,3.94,13,27,False,,53,157.0,,10.0,72,2.32,0.19,1.8,2,9.3,5365,,26,0,27,1.21,40,12.81,0,331.5,8.8,79.2,0.37,0.22,3.9,0.15,0,5.3,600783,967,a,205906,1.62,96,218,1,-1,0,4.0,262,Enzo,4,221323,True,22,,1,22,56,16,0.93,0.0,1,3.0,4,302.2,5,1.19,139,61,9,8.8,10.8,0,3.0,10
169,Conor Gallagher,5.9,MID,Chelsea,0,0,0,0,1,0.0,0,687,False,0.0,687,0.0,Transferred to Atletico Madrid,,409,0.0,0.0,0.0,0,0.0,67,0.0,312,-1,312,0.0,687,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,1567,0,u,0,0.0,686,83,0,0,0,,0,Gallagher,680,71830,False,312,2024-08-22T11:20:34.236891Z,0,142,686,312,0.0,0.0,0,,308,0.0,0,0.0,53,311,0,0.0,0.0,0,,0
170,Alfie Gilchrist,4.0,DEF,Chelsea,0,0,0,0,0,0.0,0,503,False,0.0,523,0.0,Has joined Sheffield United on a season-long,,551,0.0,0.0,0.0,0,0.0,60,0.0,187,0,184,0.0,525,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,u,0,0.0,468,652,0,0,0,,0,Gilchrist,438,6752,False,185,2024-08-09T11:15:16.064928Z,0,193,527,187,0.0,0.0,0,,159,0.0,0,0.0,194,171,0,0.0,0.0,0,,0
171,Malo Gusto,4.9,DEF,Chelsea,18,1,0,0,1,1.66,14,129,False,100.0,190,87.0,,73.0,155,0.71,0.0,0.4,0,2.3,4994,100.0,48,-1,107,1.46,173,13.72,0,139.2,1.8,38.5,0.17,0.07,1.5,0.1,0,1.7,208693,865,a,8324,0.95,166,279,2,0,0,,91,Gusto,187,361124,True,26,2024-11-13T09:30:07.704412Z,0,63,321,73,1.04,0.0,0,,56,158.2,0,1.43,31,31,1,1.8,3.7,0,,10
172,Reece James,4.9,DEF,Chelsea,5,0,0,0,1,0.22,4,320,False,0.0,357,0.0,Hamstring injury - Unknown return date,241.0,375,0.22,0.0,0.0,0,0.0,1985,0.0,125,-1,118,1.5,377,5.78,0,23.2,0.0,6.2,0.08,0.08,1.2,0.0,0,0.2,75854,240,i,36,0.0,648,265,0,0,0,,32,James,626,76383,True,104,2024-11-21T14:00:08.020459Z,0,135,361,127,1.12,0.0,0,2.0,225,38.2,0,2.17,29,230,0,0.0,1.0,0,2.0,3
173,Omari Kellyman,4.4,MID,Chelsea,0,0,0,0,1,0.0,0,565,False,0.0,571,0.0,Hamstring injury - Unknown return date,241.0,575,0.0,0.0,0.0,0,0.0,57,0.0,234,-1,236,0.0,573,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2919,0,i,17,0.0,543,522,0,0,0,,0,Kellyman,517,5285,True,236,2024-09-08T23:00:06.668188Z,0,236,577,232,0.0,0.0,0,,193,0.0,0,0.0,308,227,0,0.0,0.0,0,,0
174,Roméo Lavia,4.5,MID,Chelsea,15,1,0,0,0,0.47,9,185,False,100.0,281,5.0,,21.0,209,0.29,0.19,0.2,1,1.3,4648,100.0,144,0,134,1.71,286,9.99,0,94.3,0.8,18.8,0.08,0.05,1.7,0.03,0,0.9,180706,475,a,3815,0.18,369,432,3,0,0,,81,Lavia,291,199512,True,119,2024-11-10T23:00:07.545590Z,0,63,290,128,1.33,0.0,0,,146,88.2,0,1.89,264,198,0,0.8,3.3,0,,7
175,Romelu Lukaku Bolingoli,6.3,FWD,Chelsea,0,0,0,0,2,0.0,0,688,False,0.0,688,0.0,Permanent transfer to Napoli,,367,0.0,0.0,0.0,0,0.0,96,0.0,73,-2,73,0.0,688,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,8049,0,u,0,0.0,687,50,0,0,0,,0,Lukaku,683,60619,False,73,2024-08-30T10:21:53.872158Z,0,57,687,73,0.0,0.0,0,,72,0.0,0,0.0,20,73,0,0.0,0.0,0,,0
176,Malang Sarr,4.5,DEF,Chelsea,0,0,0,0,0,0.0,0,577,False,0.0,582,0.0,Permanent move to RC Lens,,680,0.0,0.0,0.0,0,0.0,2,0.0,224,0,223,0.0,584,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,u,0,0.0,558,370,0,0,0,,0,M.Sarr,528,442,False,224,2024-07-29T09:46:25.583703Z,0,230,588,224,0.0,0.0,0,,214,0.0,0,0.0,62,219,0,0.0,0.0,0,,0
177,Noni Madueke,6.3,MID,Chelsea,69,3,0,5,2,5.68,13,71,False,,58,553.0,,241.0,57,1.17,0.29,0.8,3,5.5,37589,,11,-2,11,1.26,14,15.36,0,204.6,5.0,105.2,0.55,0.11,4.9,0.44,0,7.0,2207984,932,a,30193,4.51,5,55,3,0,0,3.0,234,Madueke,30,1678912,True,55,,1,17,22,19,1.16,0.0,0,,16,293.2,9,1.48,33,3,1,5.0,11.0,0,,12
