id,name,now_cost,position,team,selected_by_percent,goals_scored,yellow_cards,saves_per_90,direct_freekicks_order,transfers_in,penalties_missed,chance_of_playing_next_round,cost_change_start_fall,cost_change_event_fall,points_per_game_rank_type,penalties_saved,influence,threat,expected_goal_involvements,starts_per_90,selected_rank,ep_next,dreamteam_count,creativity,can_select,cost_change_start,value_form,now_cost_rank,form_rank_type,expected_assists,cost_change_event,in_dreamteam,expected_goals_per_90,creativity_rank,red_cards,points_per_game_rank,chance_of_playing_this_round,starts,clean_sheets,selected_rank_type,expected_goals_conceded,expected_assists_per_90,bonus,threat_rank_type,threat_rank,form,transfers_out,ict_index,creativity_rank_type,clean_sheets_per_90,total_points,expected_goal_involvements_per_90,transfers_out_event,ict_index_rank,now_cost_rank_type,expected_goals,ict_index_rank_type,form_rank,influence_rank,ep_this,own_goals,region,value_season,saves,team_join_date,transfers_in_event,status,minutes,bps,event_points,points_per_game,penalties_order,news_added,goals_conceded_per_90,influence_rank_type,expected_goals_conceded_per_90,news,corners_and_indirect_freekicks_order,goals_conceded,web_name,assists
307,Jannik Vestergaard,4.0,DEF,Leicester,1.5,0,4,0.0,,236215,0,100.0,0,0,164,0,218.6,30.0,0.11,1.06,168,0.2,0,22.7,True,0,0.0,603,120,0.07,0,False,0.0,351,0,484,100.0,11,0,66,16.7,0.01,0,95,296,0.2,274995,27.3,117,0.0,8,0.01,3796,276,158,0.04,86,360,184,0.2,0,58.0,2.0,0,2021-08-13,1159,a,930,65,2,0.7,,2024-10-24T16:30:05.805561Z,2.32,72,1.62,,,24,Vestergaard,0
308,Danny Ward,4.0,GKP,Leicester,1.8,0,0,2.67,,94209,0,,0,0,36,0,35.4,0.0,0.0,0.67,145,0.4,0,0.0,True,0,0.1,605,24,0.0,0,False,0.0,483,0,400,,1,0,20,3.35,0.0,0,16,447,0.4,155086,3.6,29,0.0,2,0.0,4133,430,46,0.0,35,328,391,0.4,0,244.0,0.5,4,2018-07-20,975,a,135,-5,0,1.0,,,4.0,35,2.23,,,6,Ward,0
309,Harry Winks,4.5,MID,Leicester,6.1,0,3,0.0,,1225174,0,100.0,0,0,111,0,204.8,21.0,1.56,1.02,63,1.4,0,252.3,True,0,0.3,364,100,1.4,0,False,0.01,82,0,258,100.0,13,0,17,21.97,0.11,0,172,322,1.4,1926380,48.0,65,0.0,30,0.12,17832,188,229,0.16,99,218,196,1.4,0,241.0,6.7,0,2023-07-01,7827,a,1148,207,2,2.0,,2024-11-23T17:30:08.809600Z,1.96,81,1.72,,2.0,25,Winks,2
501,Oliver Skipp,4.7,MID,Leicester,0.0,0,4,0.0,,4326,0,,3,0,180,0,74.8,13.0,0.34,0.89,542,0.6,0,106.2,True,-3,0.1,331,156,0.27,0,False,0.01,203,0,376,,7,1,213,19.57,0.03,0,185,350,0.6,6300,19.5,128,0.13,15,0.04,142,322,214,0.07,160,312,337,0.6,0,241.0,3.2,0,2024-08-19,163,a,704,82,0,1.2,,,2.43,158,2.5,,,19,Skipp,0
570,Abdul Fatawu,5.2,MID,Leicester,0.2,0,0,0.0,,68841,0,0.0,3,0,86,0,147.6,148.0,1.83,0.94,362,0.0,0,104.3,True,-3,0.0,169,305,1.42,0,False,0.06,207,0,205,0.0,6,0,121,11.0,0.22,3,88,131,0.0,100949,40.1,130,0.0,26,0.28,389,216,104,0.41,112,687,252,0.0,0,81.0,5.0,0,2024-07-16,16,i,576,125,0,2.4,,2024-11-21T10:30:09.372550Z,2.19,108,1.72,Knee injury - Expected back 01 Jun,,14,A.Fatawu,2
606,Will Alves,4.5,MID,Leicester,0.1,0,0,0.0,,12013,0,,0,0,198,0,0.0,0.0,0.0,0.0,463,0.2,0,0.3,True,0,0.0,440,178,0.0,0,False,0.0,454,0,432,,0,0,169,0.0,0.0,0,273,629,0.2,12922,0.0,229,0.0,1,0.0,209,649,274,0.0,277,383,650,0.2,0,241.0,0.2,0,2024-02-09,95,a,1,3,0,1.0,,,0.0,278,0.0,,,0,Alves,0
616,Ben Nelson,4.0,DEF,Leicester,0.0,0,0,0.0,,2208,0,0.0,0,0,197,0,0.0,0.0,0.0,0.0,617,0.0,0,0.0,False,0,0.0,653,175,0.0,0,False,0.0,520,0,547,0.0,0,0,211,0.0,0.0,0,183,487,0.0,3658,0.0,194,0.0,0,0.0,17,540,191,0.0,197,463,541,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-31T06:22:31.067773Z,0.0,197,0.0,Loaned to Oxford United,,0,Nelson,0
635,Bilal El Khannouss,4.8,MID,Leicester,0.2,1,1,0.0,,51099,0,,2,0,88,0,133.6,42.0,1.46,1.13,344,1.6,1,203.9,True,-2,0.3,322,95,1.11,0,False,0.04,116,0,211,,10,1,111,18.9,0.13,3,150,271,1.6,31903,37.8,82,0.11,34,0.17,2385,227,208,0.35,114,205,264,1.6,0,145.0,7.1,0,2024-08-29,1173,a,796,137,2,2.3,,,2.6,115,2.14,,4.0,23,El Khannouss,1
694,Henry Cartwright,4.5,MID,Leicester,0.0,0,0,0.0,,299,0,,0,0,280,0,0.0,0.0,0.0,0.0,699,0.0,0,0.0,True,0,0.0,439,244,0.0,0,False,0.0,644,0,655,,0,0,311,0.0,0.0,0,272,628,0.0,128,0.0,278,0.0,0,0.0,24,648,273,0.0,276,600,649,0.0,0,241.0,0.0,0,2024-12-13,38,a,0,0,0,0.0,,,0.0,277,0.0,,,0,Cartwright,0
708,Thomas Wilson-Brown,4.0,DEF,Leicester,0.0,0,0,0.0,,257,0,,0,0,203,0,0.0,0.0,0.0,0.0,683,0.0,0,0.0,True,0,0.0,663,182,0.0,0,False,0.0,528,0,554,,0,0,236,0.0,0.0,0,191,496,0.0,61,0.0,201,0.0,0,0.0,45,547,200,0.0,203,471,548,0.0,0,241.0,0.0,0,2022-07-08,67,a,0,0,0,0.0,,,0.0,203,0.0,,,0,Wilson-Brown,0
310,Alisson Ramses Becker,5.4,GKP,Liverpool,6.9,0,0,1.93,,876758,0,100.0,1,0,6,0,185.8,0.0,0.2,1.01,56,3.2,1,13.0,True,-1,0.4,121,15,0.2,0,False,0.0,383,0,43,100.0,11,5,11,7.96,0.02,5,73,703,2.2,1382273,19.7,2,0.46,46,0.02,19239,320,2,0.0,24,155,219,3.2,0,30.0,8.5,21,2018-07-19,28087,a,978,178,1,4.2,,2024-10-05T14:00:07.200306Z,0.92,24,0.73,,,10,A.Becker,0
311,Trent Alexander-Arnold,7.2,DEF,Liverpool,27.2,1,4,0.0,1.0,2963526,0,100.0,-2,0,3,0,420.6,101.0,5.35,1.1,10,5.4,2,560.2,True,2,0.6,22,14,4.71,0,False,0.04,9,0,28,100.0,17,7,3,12.22,0.3,11,40,183,4.4,3245121,108.1,2,0.45,83,0.34,124184,38,1,0.64,3,51,41,5.4,0,241.0,11.5,0,2015-07-01,61280,a,1394,352,0,4.6,,2024-11-10T01:30:08.685145Z,0.97,12,0.79,,1.0,15,Alexander-Arnold,4
312,Stefan Bajčetić Maquieira,4.5,MID,Liverpool,0.0,0,0,0.0,,2712,0,0.0,0,0,282,0,0.0,0.0,0.0,0.0,555,0.0,0,0.0,False,0,0.0,442,246,0.0,0,False,0.0,646,0,657,0.0,0,0,220,0.0,0.0,0,275,631,0.0,17348,0.0,280,0.0,0,0.0,54,651,276,0.0,279,602,652,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-31T06:19:45.092198Z,0.0,280,0.0,Loaned to RB Salzburg,,0,Bajcetic,0
313,Conor Bradley,4.7,DEF,Liverpool,0.2,0,1,0.0,,48499,0,100.0,3,0,114,0,43.4,93.0,0.65,0.38,335,1.2,0,15.0,True,-3,0.0,337,138,0.19,0,False,0.18,376,0,335,50.0,1,1,125,3.76,0.07,0,46,193,0.2,94309,15.1,128,0.38,12,0.25,616,346,47,0.46,116,389,379,0.6,0,242.0,2.6,0,2023-09-25,1572,a,235,47,1,1.5,,2024-11-28T10:30:07.495614Z,1.15,133,1.44,,,3,Bradley,0
315,Bobby Clark,4.5,MID,Liverpool,0.0,0,0,0.0,,444,0,0.0,0,0,266,0,0.0,0.0,0.0,0.0,639,0.0,0,0.0,False,0,0.0,415,227,0.0,0,False,0.0,628,0,639,0.0,0,0,275,0.0,0.0,0,258,612,0.0,5237,0.0,264,0.0,0,0.0,19,632,252,0.0,262,580,633,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-22T11:22:35.466323Z,0.0,263,0.0,Transferred to RB Salzburg,,0,Clark,0
316,Darwin Núñez Ribeiro,7.0,FWD,Liverpool,1.8,2,5,0.0,,250452,0,0.0,5,0,30,0,148.2,232.0,2.72,0.84,149,0.0,0,86.2,True,-5,0.2,26,30,0.29,0,False,0.29,233,0,232,,7,2,24,10.55,0.03,1,26,75,1.2,657884,46.0,27,0.24,33,0.32,10133,190,11,2.43,26,256,251,2.2,0,230.0,4.7,0,2022-06-14,729,s,749,141,0,2.2,3.0,2025-01-05T21:30:08.774181Z,1.56,26,1.27,Suspended until 18 Jan,,13,Darwin,2
317,Diogo Teixeira da Silva,7.2,MID,Liverpool,3.2,4,1,0.0,,1175845,0,100.0,3,0,18,0,194.4,258.0,4.6,1.05,107,4.4,0,96.4,True,-3,0.5,23,40,0.62,0,False,0.6,212,0,41,100.0,7,4,35,4.85,0.09,3,39,64,3.4,2502615,54.8,133,0.6,52,0.69,19873,152,14,3.98,91,81,209,4.4,0,173.0,7.2,0,2020-09-19,4623,a,598,154,1,4.3,,2024-10-20T21:30:07.041173Z,0.6,88,0.73,,,4,Diogo J.,3
318,Ben Doak,4.5,MID,Liverpool,0.0,0,0,0.0,,1136,0,0.0,0,0,268,0,0.0,0.0,0.0,0.0,624,0.0,0,0.0,False,0,0.0,417,229,0.0,0,False,0.0,630,0,641,0.0,0,0,264,0.0,0.0,0,260,614,0.0,5560,0.0,266,0.0,0,0.0,18,634,254,0.0,264,582,635,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-31T06:17:31.171503Z,0.0,265,0.0,Loaned to Middlesbrough,,0,Doak,0
319,Harvey Elliott,5.2,MID,Liverpool,0.2,0,0,0.0,,14641,0,100.0,3,0,216,0,13.8,8.0,0.19,0.0,339,2.0,0,44.8,True,-3,0.2,163,137,0.15,0,False,0.08,298,0,457,100.0,0,0,110,0.86,0.31,0,197,372,1.0,111262,6.7,177,0.0,7,0.39,440,395,98,0.04,193,276,437,2.0,0,241.0,1.3,0,2019-07-28,240,a,43,22,1,1.0,,2024-09-08T23:00:06.842081Z,0.0,203,1.8,,,0,Elliott,0
320,Endo Wataru,4.6,MID,Liverpool,0.1,0,0,0.0,,18987,0,,4,0,204,0,16.0,4.0,0.03,0.0,416,1.4,0,15.7,True,-4,0.1,345,169,0.03,0,False,0.0,372,0,439,,0,0,147,0.46,0.05,0,212,401,0.4,31028,3.5,205,0.0,8,0.05,561,431,223,0.0,204,344,430,1.4,0,108.0,1.7,0,2023-08-18,496,a,56,26,0,1.0,,,0.0,199,0.74,,,0,Endo,0
321,Cody Gakpo,7.3,FWD,Liverpool,8.1,6,4,0.0,,1029029,0,,2,0,17,0,338.4,354.0,5.55,1.01,44,7.6,1,263.2,True,-2,0.9,21,3,1.85,0,False,0.34,77,0,85,,11,2,13,9.55,0.17,12,18,44,6.6,611780,95.6,3,0.18,67,0.51,38401,54,8,3.71,14,13,89,7.6,0,152.0,9.2,0,2023-01-01,113358,a,981,306,6,3.5,,,1.1,13,0.88,,,12,Gakpo,2
322,Joe Gomez,4.8,DEF,Liverpool,0.8,0,1,0.0,,286509,0,0.0,2,0,112,0,130.4,58.0,0.42,1.04,220,0.0,0,38.5,True,-2,0.2,294,92,0.09,0,False,0.06,306,0,327,0.0,6,1,85,5.38,0.02,0,74,249,0.8,276005,22.8,95,0.17,14,0.08,19061,301,32,0.33,96,289,269,0.0,0,241.0,2.9,0,2015-06-20,50,i,517,83,0,1.6,,2024-12-30T09:30:06.945841Z,1.39,100,0.94,Hamstring injury - Unknown return date,,8,Gomez,0
323,Ryan Gravenberch,5.0,MID,Liverpool,0.8,0,4,0.0,,205876,0,,0,0,81,0,286.2,61.0,2.85,1.04,229,3.4,0,284.8,True,0,0.5,215,58,2.16,0,False,0.04,69,0,188,,19,7,71,16.69,0.12,1,136,242,2.4,166919,63.3,55,0.38,47,0.16,4806,120,136,0.69,73,134,125,3.4,0,152.0,9.4,0,2023-09-01,4091,a,1648,304,2,2.5,,,0.98,46,0.91,,,18,Gravenberch,2
324,Curtis Jones,5.3,MID,Liverpool,0.6,3,1,0.0,,157534,0,100.0,2,0,34,0,259.6,270.0,3.34,1.04,247,4.6,1,150.5,True,-2,0.7,147,28,0.39,0,False,0.31,150,0,80,100.0,10,3,76,10.77,0.04,4,36,59,3.6,113293,68.1,104,0.31,56,0.35,7414,109,86,2.95,66,62,152,4.6,0,241.0,10.6,0,2018-04-06,2756,a,865,246,2,3.5,,2024-08-27T11:00:05.666567Z,1.35,58,1.12,,,13,Jones,3
325,Caoimhin Kelleher,4.2,GKP,Liverpool,1.7,0,0,3.0,,709004,0,,3,0,3,1,196.8,0.0,0.0,1.0,158,1.0,1,0.0,True,-3,0.0,583,63,0.0,0,False,0.0,557,0,24,,8,3,23,9.68,0.0,1,40,527,0.0,606089,19.7,52,0.38,37,0.0,18677,319,36,0.0,23,498,206,1.0,0,104.0,8.8,24,2016-08-06,1891,a,720,127,0,4.6,,,1.12,22,1.21,,,9,Kelleher,0
326,Ibrahima Konaté,5.1,DEF,Liverpool,3.3,1,4,0.0,,2134537,0,100.0,-1,0,17,0,269.2,69.0,1.05,1.02,105,1.2,0,49.5,True,1,0.0,180,140,0.17,0,False,0.07,291,0,73,50.0,12,5,40,10.97,0.01,1,67,236,0.2,2125169,38.9,84,0.42,47,0.08,11560,222,21,0.88,68,396,138,0.6,0,73.0,9.2,0,2021-07-01,36344,a,1064,210,1,3.6,,2024-11-28T10:30:07.514061Z,0.85,50,0.93,,,10,Konaté,1
327,Luis Díaz,7.6,MID,Liverpool,21.9,8,1,0.0,,5686664,0,,-1,0,5,0,398.0,456.0,6.83,1.05,15,5.8,3,312.7,True,1,0.6,16,18,1.7,0,False,0.42,59,0,12,,13,8,4,10.45,0.14,10,13,25,4.8,4416417,116.6,45,0.65,96,0.56,211878,22,11,5.13,17,40,48,5.8,0,48.0,12.6,0,2022-01-30,51723,a,1112,311,1,5.3,,,0.81,13,0.85,,,10,Luis Díaz,3
328,Mohamed Salah,13.7,MID,Liverpool,70.2,18,1,0.0,,5939092,0,,-12,-1,1,0,965.6,1181.0,20.3,1.02,1,12.6,8,522.9,True,12,0.8,2,1,4.5,1,True,0.85,15,0,1,,19,8,1,17.45,0.24,35,1,1,11.6,2092454,266.8,13,0.43,209,1.09,11897,1,1,15.8,1,1,1,12.6,0,63.0,15.3,0,2017-07-01,49702,a,1673,684,7,11.0,2.0,,1.02,1,0.94,,,19,M.Salah,13
329,Alexis Mac Allister,6.2,MID,Liverpool,1.7,1,5,0.0,,169693,0,100.0,3,0,59,0,284.6,199.0,4.65,1.09,159,6.6,1,341.6,True,-3,0.9,65,11,3.17,0,False,0.1,50,0,144,100.0,16,7,48,12.26,0.22,2,61,95,5.6,287750,82.5,38,0.48,53,0.32,6566,79,40,1.48,50,22,126,6.6,0,10.0,8.5,0,2023-06-14,16030,a,1321,273,10,2.9,,2024-12-05T00:30:08.282606Z,0.75,47,0.84,,4.0,11,Mac Allister,4
330,James McConnell,4.4,MID,Liverpool,0.1,0,0,0.0,,8530,0,100.0,1,0,237,0,0.0,0.0,0.0,0.0,509,1.0,0,0.0,True,-1,0.0,512,194,0.0,0,False,0.0,581,0,594,100.0,0,0,194,0.0,0.0,0,227,560,0.0,8741,0.0,235,0.0,0,0.0,260,587,304,0.0,233,528,588,1.0,0,241.0,0.0,0,2023-07-18,201,a,0,0,0,0.0,,2024-09-10T11:24:32.362482Z,0.0,234,0.0,,,0,McConnell,0
331,Tyler Morton,4.4,MID,Liverpool,0.1,0,0,0.0,,29274,0,100.0,1,0,236,0,0.0,0.0,0.0,0.0,428,1.0,0,0.0,True,-1,0.0,508,193,0.0,0,False,0.0,579,0,592,100.0,0,0,153,0.0,0.0,0,226,558,0.0,26276,0.0,234,0.0,0,0.0,554,585,303,0.0,232,525,586,1.0,0,241.0,0.0,0,2021-07-22,323,a,0,0,0,0.0,,2024-09-10T11:27:39.864039Z,0.0,233,0.0,,,0,Morton,0
332,Nathaniel Phillips,4.0,DEF,Liverpool,0.1,0,0,0.0,,4026,0,0.0,0,0,181,0,0.0,0.0,0.0,0.0,484,0.0,0,0.0,False,0,0.0,617,158,0.0,0,False,0.0,491,0,521,0.0,0,0,174,0.0,0.0,0,165,456,0.0,17125,0.0,178,0.0,0,0.0,63,514,168,0.0,181,435,515,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-31T06:18:33.693343Z,0.0,181,0.0,Loaned to Derby County,,0,N.Phillips,0
333,Jarell Quansah,3.9,DEF,Liverpool,1.8,0,1,0.0,,276955,0,100.0,6,0,160,0,59.6,4.0,0.13,0.8,147,1.4,0,4.8,True,-6,0.1,705,100,0.13,0,False,0.0,414,0,475,100.0,2,0,59,3.64,0.05,0,139,396,0.4,671732,6.9,143,0.0,4,0.05,13958,391,234,0.0,129,326,355,1.4,0,241.0,1.0,0,2021-12-18,8668,a,225,22,0,0.8,,2024-08-23T09:30:06.099816Z,1.6,124,1.46,,,4,Quansah,0
334,Rhys Williams,4.0,DEF,Liverpool,0.1,0,0,0.0,,828,0,0.0,0,0,184,0,0.0,0.0,0.0,0.0,520,0.0,0,0.0,False,0,0.0,624,162,0.0,0,False,0.0,497,0,525,0.0,0,0,186,0.0,0.0,0,169,462,0.0,14090,0.0,182,0.0,0,0.0,57,519,173,0.0,185,440,520,0.0,0,241.0,0.0,0,2020-09-23,0,u,0,0,0,0.0,,2024-08-22T11:18:16.485954Z,0.0,185,0.0,Loaned to Morecambe,,0,R.Williams,0
335,Andrew Robertson,5.9,DEF,Liverpool,4.7,0,2,0.0,,982965,0,,1,0,43,0,227.2,107.0,2.76,1.11,83,2.2,0,406.6,True,-1,0.2,80,80,2.26,0,False,0.03,35,1,142,,17,7,29,14.44,0.15,2,35,176,1.2,1031307,73.9,7,0.46,53,0.18,18640,93,7,0.5,16,251,176,2.2,0,243.0,9.0,0,2017-07-21,7484,a,1379,253,1,2.9,,,1.17,67,0.94,,2.0,18,Robertson,0
336,Dominik Szoboszlai,6.3,MID,Liverpool,1.5,2,5,0.0,2.0,345675,0,100.0,2,0,36,0,233.6,250.0,6.41,0.96,167,4.8,1,376.1,True,-2,0.6,56,26,2.74,0,False,0.29,42,0,83,100.0,12,5,52,11.91,0.22,6,41,68,3.8,443673,85.9,33,0.4,60,0.51,11252,69,33,3.67,44,56,171,4.8,0,98.0,9.5,0,2023-07-02,3011,a,1127,275,0,3.5,,2024-12-27T00:30:09.581631Z,0.96,66,0.95,,5.0,12,Szoboszlai,5
337,Konstantinos Tsimikas,4.6,DEF,Liverpool,0.2,0,0,0.0,,25953,0,100.0,4,0,91,0,75.4,21.0,0.81,0.73,378,1.4,0,62.2,True,-4,0.1,347,115,0.73,0,False,0.03,270,0,275,100.0,2,1,133,2.24,0.26,1,109,323,0.4,59698,16.1,73,0.36,15,0.29,532,340,49,0.08,113,345,336,1.4,0,83.0,3.3,0,2020-08-10,284,a,248,77,0,1.9,,2024-11-25T09:30:07.571904Z,0.36,119,0.81,,3.0,1,Tsimikas,0
339,Virgil van Dijk,6.4,DEF,Liverpool,22.7,1,1,0.0,3.0,2254779,0,,-4,1,13,0,443.2,191.0,1.65,1.0,14,3.2,0,89.6,True,4,0.3,47,48,0.37,-1,False,0.07,224,0,61,,19,8,7,17.78,0.02,3,7,102,2.2,1423287,72.3,56,0.42,75,0.09,80722,97,2,1.28,19,157,30,3.2,0,152.0,11.7,0,2018-01-01,27814,a,1710,331,1,3.9,,,1.0,8,0.94,,,19,Virgil,1
636,Federico Chiesa,6.8,MID,Liverpool,0.1,0,0,0.0,,46052,0,100.0,2,0,224,0,0.2,15.0,0.24,0.0,408,1.0,0,0.9,True,-2,0.0,34,322,0.08,0,False,0.8,442,0,466,100.0,0,0,143,0.55,0.4,0,184,347,0.0,47234,1.6,224,0.0,1,1.2,367,462,16,0.16,218,714,491,1.0,0,106.0,0.1,0,2024-08-29,328,a,18,-1,0,1.0,,2024-12-26T10:30:09.366339Z,0.0,231,2.75,,,0,Chiesa,0
660,Vítezslav Jaros,4.0,GKP,Liverpool,0.2,0,0,8.18,,35192,0,,0,0,38,0,8.8,0.0,0.0,0.0,388,1.0,0,0.0,True,0,0.0,631,51,0.0,0,False,0.0,501,0,405,,0,0,58,0.14,0.0,0,24,466,0.0,22362,0.9,37,0.0,1,0.0,725,471,54,0.0,39,444,450,1.0,0,57.0,0.2,1,2019-07-10,99,a,11,6,0,1.0,,,0.0,39,1.15,,,0,Jaros,0
669,Harvey Davies,4.0,GKP,Liverpool,0.0,0,0,0.0,,1391,0,,0,0,62,0,0.0,0.0,0.0,0.0,630,1.0,0,0.0,True,0,0.0,641,56,0.0,0,False,0.0,511,0,537,,0,0,71,0.0,0.0,0,30,476,0.0,981,0.0,43,0.0,0,0.0,79,531,60,0.0,62,453,532,1.0,0,241.0,0.0,0,2021-03-09,73,a,0,0,0,0.0,,,0.0,62,0.0,,,0,Davies,0
688,Treymaurice Nyoni,4.5,MID,Liverpool,0.0,0,0,0.0,,527,0,,0,0,294,0,0.0,0.0,0.0,0.0,692,1.0,0,0.0,True,0,0.0,463,260,0.0,0,False,0.0,664,0,674,,0,0,305,0.0,0.0,0,287,649,0.0,315,0.0,292,0.0,0,0.0,35,669,291,0.0,291,621,670,1.0,0,241.0,0.0,0,2023-11-11,56,a,0,0,0,0.0,,,0.0,292,0.0,,,0,Nyoni,0
692,Amara Nallo,4.0,DEF,Liverpool,0.0,0,0,0.0,,534,0,,0,0,221,0,0.0,0.0,0.0,0.0,667,1.0,0,0.0,True,0,0.0,685,200,0.0,0,False,0.0,546,0,572,,0,0,230,0.0,0.0,0,210,515,0.0,395,0.0,219,0.0,0,0.0,51,565,222,0.0,221,489,566,1.0,0,241.0,0.0,0,2024-02-27,60,a,0,0,0,0.0,,,0.0,221,0.0,,,0,Nallo,0
709,Jayden Danns,4.5,FWD,Liverpool,0.0,0,0,0.0,,1691,0,,0,0,59,0,0.0,0.0,0.0,0.0,625,1.0,0,0.0,True,0,0.0,425,50,0.0,0,False,0.0,634,0,645,,0,0,76,0.0,0.0,0,56,618,0.0,443,0.0,56,0.0,0,0.0,276,638,69,0.0,56,587,639,1.0,0,241.0,0.0,0,2024-02-20,903,a,0,0,0,0.0,,,0.0,56,0.0,,,0,Danns,0
340,Manuel Akanji,5.3,DEF,Man City,2.8,0,3,0.0,,397767,0,100.0,2,0,68,0,246.0,43.0,1.34,1.05,115,2.9,0,205.5,True,-2,0.5,150,44,0.99,0,False,0.02,115,0,229,100.0,16,3,43,20.83,0.07,1,82,269,2.4,638624,49.5,24,0.2,35,0.09,5686,178,17,0.35,49,138,164,2.9,0,207.0,6.6,0,2022-09-01,4456,a,1366,198,2,2.2,,2024-12-05T00:30:08.316605Z,1.25,61,1.37,,,19,Akanji,0
341,Nathan Aké,5.3,DEF,Man City,1.0,0,0,0.0,,60186,0,100.0,2,0,42,0,73.6,18.0,0.34,1.06,209,3.3,0,16.9,True,-2,0.5,145,35,0.12,0,False,0.04,368,0,139,100.0,6,3,82,10.31,0.02,0,114,337,2.8,247716,10.9,125,0.53,23,0.06,1676,363,16,0.22,122,115,341,3.3,0,152.0,4.3,0,2020-08-05,4797,a,511,102,6,2.9,,2024-12-05T00:30:08.334401Z,1.23,120,1.82,,,7,Aké,0
342,Bernardo Veiga de Carvalho e Silva,6.3,MID,Man City,3.6,2,4,0.0,,904847,0,,2,0,45,0,351.8,435.0,5.95,0.99,95,4.1,0,530.8,True,-2,0.6,54,29,3.13,0,False,0.15,13,0,95,,18,4,32,26.23,0.17,7,19,33,3.6,1065129,131.8,11,0.22,67,0.32,25724,17,31,2.82,13,65,78,4.1,0,173.0,10.6,0,2017-07-01,6474,a,1644,354,2,3.4,,,1.42,24,1.44,,4.0,26,Bernardo,4
343,Oscar Bobb,4.7,MID,Man City,0.1,0,0,0.0,,2974,0,25.0,3,0,299,0,0.0,0.0,0.0,0.0,516,0.1,0,0.0,True,-3,0.0,336,267,0.0,0,False,0.0,672,0,681,0.0,0,0,198,0.0,0.0,0,293,658,0.0,29871,0.0,298,0.0,0,0.0,130,677,217,0.0,297,632,677,0.0,0,161.0,0.0,0,2022-01-06,147,d,0,0,0,0.0,,2024-08-14T22:30:05.558994Z,0.0,297,0.0,Lack of match fitness - 25% chance of playing,,0,Bobb,0
344,Scott Carson,4.0,GKP,Man City,0.2,0,0,0.0,,14418,0,,0,0,49,0,0.0,0.0,0.0,0.0,359,0.5,0,0.0,True,0,0.0,598,41,0.0,0,False,0.0,479,0,512,,0,0,54,0.0,0.0,0,12,443,0.0,16413,0.0,25,0.0,0,0.0,438,504,42,0.0,49,422,505,0.5,0,241.0,0.0,0,2021-07-20,261,a,0,0,0,0.0,,,0.0,49,0.0,,,0,Carson,0
345,Kevin De Bruyne,9.4,MID,Man City,4.4,2,2,0.0,1.0,1048802,0,100.0,1,0,25,0,222.2,200.0,5.94,0.99,85,3.5,2,444.3,True,-1,0.3,6,47,3.72,0,False,0.24,28,0,63,100.0,9,4,28,10.14,0.41,5,60,93,3.0,1545836,86.4,24,0.44,51,0.65,17589,68,5,2.22,43,108,178,3.5,0,21.0,5.4,0,2015-08-30,9920,a,819,225,5,3.9,4.0,2024-09-18T23:00:07.299083Z,0.99,70,1.11,,1.0,9,De Bruyne,4
346,Jérémy Doku,6.2,MID,Man City,1.5,2,0,0.0,,446619,0,100.0,3,0,48,0,229.4,225.0,2.18,1.04,171,2.3,0,236.5,True,-3,0.3,68,91,1.49,0,False,0.09,91,0,103,100.0,8,3,53,7.42,0.19,2,49,78,1.8,682139,69.2,70,0.39,46,0.28,11172,104,43,0.69,61,194,173,2.3,0,21.0,7.4,0,2023-08-24,1884,a,692,208,0,3.3,,2024-11-13T14:30:08.065449Z,1.04,67,0.97,,,8,Doku,3
347,Ederson Santana de Moraes,5.3,GKP,Man City,4.8,0,3,2.23,,563071,0,100.0,2,0,28,0,276.4,0.0,0.01,1.0,81,0.7,0,10.0,True,-2,0.0,144,31,0.01,0,False,0.0,404,0,176,25.0,13,2,12,17.91,0.0,2,72,702,0.2,943124,28.5,11,0.15,34,0.0,16042,271,3,0.0,18,398,133,0.2,0,30.0,6.4,29,2017-07-01,772,a,1170,128,0,2.6,,2024-12-20T16:30:08.692337Z,1.46,18,1.38,,,19,Ederson M.,1
348,Phil Foden,9.2,MID,Man City,5.4,2,2,0.0,,966587,0,100.0,3,0,53,0,205.0,246.0,7.03,0.94,70,5.9,0,508.8,True,-3,0.6,8,13,4.26,0,False,0.24,18,0,121,100.0,11,2,20,20.14,0.36,4,43,70,5.4,2171007,96.2,15,0.17,46,0.6,22706,53,6,2.78,34,27,195,5.9,0,241.0,5.0,0,2016-12-05,16507,a,1053,242,8,3.1,,2024-12-05T00:30:08.366700Z,1.45,80,1.72,,3.0,17,Foden,2
349,Jack Grealish,6.4,MID,Man City,0.2,0,3,0.0,,42752,0,100.0,1,0,146,0,114.6,201.0,2.28,0.94,345,1.1,0,289.1,True,-1,0.1,48,168,1.5,0,False,0.12,68,0,318,100.0,6,1,112,10.31,0.24,3,59,92,0.6,52354,60.5,54,0.16,24,0.36,736,131,27,0.78,78,325,287,1.1,0,241.0,3.8,0,2021-08-05,482,a,572,138,1,1.7,,2024-12-27T02:00:09.682154Z,1.42,129,1.62,,,9,Grealish,1
